Area Type;Area;Year;value;Estimate;﻿FIPS
County;Ashe;1989-07-01;22321;Annual Estimate;37009
County;Ashe;1994-07-01;23100;Annual Estimate;37009
County;Ashe;1995-07-01;23202;Annual Estimate;37009
County;Ashe;2000-07-01;24460;Annual Estimate;37009
County;Ashe;2001-07-01;24839;Annual Estimate;37009
County;Ashe;2010-04-01;27239;Estimates Base;37009
County;Ashe;2010-07-01;27193;Annual Estimate;37009
County;Ashe;2022-07-01;26558;Annual Estimate;37009
County;Avery;1982-07-01;14572;Annual Estimate;37011
County;Avery;1990-04-01;14867;Estimates Base;37011
County;Avery;1995-07-01;15462;Annual Estimate;37011
County;Avery;1998-07-01;15814;Annual Estimate;37011
County;Avery;2001-07-01;17657;Annual Estimate;37011
County;Avery;2009-07-01;17846;Annual Estimate;37011
County;Avery;2015-07-01;17609;Annual Estimate;37011
County;Avery;2017-07-01;17736;Annual Estimate;37011
County;Avery;2022-07-01;17256;Annual Estimate;37011
County;Beaufort;1983-07-01;42021;Annual Estimate;37013
County;Beaufort;1992-07-01;42905;Annual Estimate;37013
County;Beaufort;1994-07-01;43389;Annual Estimate;37013
County;Beaufort;1996-07-01;43494;Annual Estimate;37013
County;Beaufort;1998-07-01;43985;Annual Estimate;37013
County;Beaufort;2013-07-01;46790;Annual Estimate;37013
County;Beaufort;2020-07-01;44550;Annual Estimate;37013
County;Bertie;2002-07-01;19921;Annual Estimate;37015
County;Bertie;2010-07-01;21197;Annual Estimate;37015
County;Bertie;2011-07-01;20757;Annual Estimate;37015
County;Bertie;2017-07-01;18593;Annual Estimate;37015
County;Bladen;2007-07-01;34624;Annual Estimate;37017
County;Bladen;2017-07-01;30869;Annual Estimate;37017
County;Bladen;2018-07-01;30418;Annual Estimate;37017
County;Bladen;2020-07-01;29486;Annual Estimate;37017
County;Bladen;2024-07-01;29393;Annual Estimate;37017
County;Brunswick;1987-07-01;48466;Annual Estimate;37019
County;Brunswick;2014-07-01;115479;Annual Estimate;37019
County;Brunswick;2021-07-01;145493;Annual Estimate;37019
County;Buncombe;1997-07-01;197954;Annual Estimate;37021
County;Buncombe;2003-07-01;214046;Annual Estimate;37021
County;Buncombe;2016-07-01;260096;Annual Estimate;37021
County;Buncombe;2018-07-01;264849;Annual Estimate;37021
County;Buncombe;2023-07-01;277274;Annual Estimate;37021
County;Burke;2001-07-01;89302;Annual Estimate;37023
County;Burke;2004-07-01;88713;Annual Estimate;37023
County;Cabarrus;1998-07-01;123647;Annual Estimate;37025
County;Cabarrus;2000-07-01;132234;Annual Estimate;37025
County;Cabarrus;2006-07-01;157025;Annual Estimate;37025
County;Cabarrus;2008-07-01;170901;Annual Estimate;37025
County;Cabarrus;2017-07-01;211381;Annual Estimate;37025
County;Caldwell;2007-07-01;80996;Annual Estimate;37027
County;Caldwell;2009-07-01;82494;Annual Estimate;37027
County;Caldwell;2013-07-01;81615;Annual Estimate;37027
County;Caldwell;2015-07-01;81110;Annual Estimate;37027
County;Caldwell;2021-07-01;81224;Annual Estimate;37027
County;Caldwell;2024-07-01;81858;Annual Estimate;37027
County;Camden;1984-07-01;5705;Annual Estimate;37029
County;Camden;1989-07-01;5803;Annual Estimate;37029
County;Camden;1993-07-01;6093;Annual Estimate;37029
County;Camden;1996-07-01;6409;Annual Estimate;37029
County;Carteret;1985-07-01;48335;Annual Estimate;37031
County;Carteret;1986-07-01;49681;Annual Estimate;37031
County;Carteret;2004-07-01;61992;Annual Estimate;37031
County;Carteret;2016-07-01;67807;Annual Estimate;37031
County;Caswell;1970-04-01;19055;Estimates Base;37033
County;Caswell;1988-07-01;21093;Annual Estimate;37033
County;Caswell;1990-04-01;20662;Estimates Base;37033
County;Caswell;1992-07-01;20994;Annual Estimate;37033
County;Caswell;2000-04-01;23474;Estimates Base;37033
County;Caswell;2003-07-01;23738;Annual Estimate;37033
County;Caswell;2014-07-01;23185;Annual Estimate;37033
County;Caswell;2016-07-01;23083;Annual Estimate;37033
County;Catawba;1982-07-01;107724;Annual Estimate;37035
County;Catawba;1984-07-01;110394;Annual Estimate;37035
County;Catawba;2010-04-01;154742;Estimates Base;37035
County;Catawba;2020-07-01;161121;Annual Estimate;37035
County;Chatham;1980-04-01;33415;Estimates Base;37037
County;Chatham;1984-07-01;35346;Annual Estimate;37037
County;Chatham;2005-07-01;55938;Annual Estimate;37037
County;Chatham;2011-07-01;64383;Annual Estimate;37037
County;Chatham;2012-07-01;65110;Annual Estimate;37037
County;Chatham;2017-07-01;72340;Annual Estimate;37037
County;Chatham;2024-07-01;82975;Annual Estimate;37037
County;Cherokee;1986-07-01;19662;Annual Estimate;37039
County;Cherokee;1993-07-01;21403;Annual Estimate;37039
County;Cherokee;1996-07-01;22693;Annual Estimate;37039
County;Cherokee;2010-04-01;27447;Estimates Base;37039
County;Cherokee;2019-07-01;28931;Annual Estimate;37039
County;Cherokee;2022-07-01;28800;Annual Estimate;37039
County;Chowan;1981-07-01;12562;Annual Estimate;37041
County;Chowan;1984-07-01;12900;Annual Estimate;37041
County;Chowan;1988-07-01;13508;Annual Estimate;37041
County;Chowan;1991-07-01;13764;Annual Estimate;37041
County;Chowan;1994-07-01;14025;Annual Estimate;37041
County;Chowan;1997-07-01;14287;Annual Estimate;37041
County;Chowan;2003-07-01;14439;Annual Estimate;37041
County;Chowan;2012-07-01;14598;Annual Estimate;37041
County;Clay;1988-07-01;7190;Annual Estimate;37043
County;Clay;2007-07-01;10198;Annual Estimate;37043
County;Clay;2008-07-01;10299;Annual Estimate;37043
County;Clay;2010-04-01;10591;Estimates Base;37043
County;Clay;2020-07-01;11124;Annual Estimate;37043
County;Clay;2021-07-01;11263;Annual Estimate;37043
County;Cleveland;1987-07-01;83584;Annual Estimate;37045
County;Cleveland;1991-07-01;86176;Annual Estimate;37045
County;Cleveland;2007-07-01;96077;Annual Estimate;37045
County;Cleveland;2019-07-01;98660;Annual Estimate;37045
County;Cleveland;2020-04-01;99527;Estimates Base;37045
County;Cleveland;2022-07-01;98823;Annual Estimate;37045
County;Columbus;1975-07-01;49900;Annual Estimate;37047
County;Columbus;1986-07-01;50467;Annual Estimate;37047
County;Columbus;1989-07-01;50146;Annual Estimate;37047
County;Columbus;2008-07-01;56568;Annual Estimate;37047
County;Columbus;2014-07-01;55325;Annual Estimate;37047
County;Columbus;2024-07-01;49866;Annual Estimate;37047
County;Craven;1970-04-01;62554;Estimates Base;37049
County;Craven;1983-07-01;74833;Annual Estimate;37049
County;Craven;1986-07-01;79800;Annual Estimate;37049
County;Craven;1987-07-01;79583;Annual Estimate;37049
County;Craven;1999-07-01;91040;Annual Estimate;37049
County;Craven;2003-07-01;93681;Annual Estimate;37049
County;Craven;2008-07-01;99626;Annual Estimate;37049
County;Craven;2014-07-01;103219;Annual Estimate;37049
County;Cumberland;1981-07-01;250011;Annual Estimate;37051
County;Cumberland;1986-07-01;262027;Annual Estimate;37051
County;Cumberland;1990-04-01;274713;Estimates Base;37051
County;Cumberland;2012-07-01;330378;Annual Estimate;37051
County;Cumberland;2014-07-01;330022;Annual Estimate;37051
County;Currituck;1980-04-01;11089;Estimates Base;37053
County;Currituck;1982-07-01;11534;Annual Estimate;37053
County;Currituck;1987-07-01;13121;Annual Estimate;37053
County;Currituck;1994-07-01;15561;Annual Estimate;37053
County;Currituck;2017-07-01;26061;Annual Estimate;37053
County;Dare;1975-07-01;9800;Annual Estimate;37055
County;Dare;1984-07-01;15976;Annual Estimate;37055
County;Dare;2006-07-01;34421;Annual Estimate;37055
County;Dare;2008-07-01;34142;Annual Estimate;37055
County;Dare;2013-07-01;34808;Annual Estimate;37055
County;Dare;2021-07-01;38046;Annual Estimate;37055
County;Davidson;1975-07-01;103900;Annual Estimate;37057
County;Davidson;1984-07-01;118712;Annual Estimate;37057
County;Davidson;1985-07-01;120060;Annual Estimate;37057
County;Davidson;1986-07-01;121153;Annual Estimate;37057
County;Davidson;2001-07-01;149054;Annual Estimate;37057
County;Davidson;2005-07-01;153937;Annual Estimate;37057
County;Davidson;2009-07-01;161042;Annual Estimate;37057
County;Davidson;2012-07-01;162710;Annual Estimate;37057
County;Davidson;2015-07-01;163650;Annual Estimate;37057
County;Davie;1988-07-01;27452;Annual Estimate;37059
County;Davie;1989-07-01;27548;Annual Estimate;37059
County;Davie;1993-07-01;29229;Annual Estimate;37059
County;Davie;1999-07-01;33999;Annual Estimate;37059
County;Davie;2004-07-01;37345;Annual Estimate;37059
County;Duplin;1981-07-01;40618;Annual Estimate;37061
County;Duplin;1984-07-01;40743;Annual Estimate;37061
County;Duplin;2008-07-01;56880;Annual Estimate;37061
County;Durham;1987-07-01;172485;Annual Estimate;37063
County;Durham;1995-07-01;201204;Annual Estimate;37063
County;Durham;2011-07-01;276527;Annual Estimate;37063
County;Durham;2020-04-01;324861;Estimates Base;37063
County;Edgecombe;1981-07-01;56299;Annual Estimate;37065
County;Edgecombe;1989-07-01;57498;Annual Estimate;37065
County;Edgecombe;1992-07-01;57074;Annual Estimate;37065
County;Edgecombe;1997-07-01;56987;Annual Estimate;37065
County;Edgecombe;1999-07-01;56026;Annual Estimate;37065
County;Edgecombe;2000-04-01;55604;Estimates Base;37065
County;Edgecombe;2002-07-01;55919;Annual Estimate;37065
County;Edgecombe;2005-07-01;55389;Annual Estimate;37065
County;Edgecombe;2013-07-01;54391;Annual Estimate;37065
County;Edgecombe;2016-07-01;51297;Annual Estimate;37065
County;Edgecombe;2023-07-01;48869;Annual Estimate;37065
County;Forsyth;1982-07-01;249090;Annual Estimate;37067
County;Forsyth;1996-07-01;291392;Annual Estimate;37067
County;Forsyth;2007-07-01;337159;Annual Estimate;37067
County;Forsyth;2011-07-01;354661;Annual Estimate;37067
County;Forsyth;2013-07-01;360646;Annual Estimate;37067
County;Franklin;1980-04-01;30055;Estimates Base;37069
County;Franklin;1987-07-01;35036;Annual Estimate;37069
County;Franklin;1990-04-01;36414;Estimates Base;37069
County;Franklin;1991-07-01;37656;Annual Estimate;37069
County;Franklin;1994-07-01;40874;Annual Estimate;37069
County;Franklin;1996-07-01;43327;Annual Estimate;37069
County;Franklin;2010-07-01;60765;Annual Estimate;37069
County;Franklin;2015-07-01;62638;Annual Estimate;37069
County;Franklin;2020-04-01;68622;Estimates Base;37069
County;Franklin;2023-07-01;77340;Annual Estimate;37069
County;Gaston;1980-04-01;162568;Estimates Base;37071
County;Gaston;1984-07-01;169007;Annual Estimate;37071
County;Gaston;1998-07-01;187675;Annual Estimate;37071
County;Gaston;2011-07-01;207701;Annual Estimate;37071
County;Gates;1970-04-01;8524;Estimates Base;37073
County;Gates;1980-04-01;8875;Estimates Base;37073
County;Gates;1984-07-01;8983;Annual Estimate;37073
County;Gates;1987-07-01;9269;Annual Estimate;37073
County;Gates;1993-07-01;9758;Annual Estimate;37073
County;Gates;2000-04-01;10521;Estimates Base;37073
County;Gates;2006-07-01;11781;Annual Estimate;37073
County;Gates;2013-07-01;11436;Annual Estimate;37073
County;Gates;2014-07-01;11350;Annual Estimate;37073
County;Graham;1992-07-01;7320;Annual Estimate;37075
County;Graham;1996-07-01;7765;Annual Estimate;37075
County;Graham;1998-07-01;7752;Annual Estimate;37075
County;Graham;2001-07-01;8081;Annual Estimate;37075
County;Graham;2011-07-01;8775;Annual Estimate;37075
County;Graham;2016-07-01;8357;Annual Estimate;37075
County;Graham;2017-07-01;8216;Annual Estimate;37075
County;Graham;2024-07-01;7966;Annual Estimate;37075
County;Granville;1988-07-01;38046;Annual Estimate;37077
County;Granville;1991-07-01;39024;Annual Estimate;37077
County;Granville;1996-07-01;42466;Annual Estimate;37077
County;Granville;2001-07-01;50268;Annual Estimate;37077
County;Granville;2014-07-01;57706;Annual Estimate;37077
County;Greene;1970-04-01;14967;Estimates Base;37079
County;Greene;1981-07-01;15955;Annual Estimate;37079
County;Greene;1982-07-01;15858;Annual Estimate;37079
County;Greene;1984-07-01;16036;Annual Estimate;37079
County;Greene;2003-07-01;19629;Annual Estimate;37079
County;Greene;2009-07-01;21218;Annual Estimate;37079
County;Greene;2010-07-01;21240;Annual Estimate;37079
County;Greene;2017-07-01;20836;Annual Estimate;37079
County;Greene;2023-07-01;20213;Annual Estimate;37079
County;Greene;2024-07-01;20354;Annual Estimate;37079
County;Guilford;1989-07-01;344503;Annual Estimate;37081
County;Guilford;1999-07-01;416381;Annual Estimate;37081
County;Guilford;2003-07-01;432981;Annual Estimate;37081
County;Guilford;2010-07-01;489672;Annual Estimate;37081
County;Guilford;2011-07-01;495401;Annual Estimate;37081
County;Guilford;2018-07-01;535150;Annual Estimate;37081
County;Guilford;2023-07-01;551551;Annual Estimate;37081
County;Halifax;1983-07-01;55122;Annual Estimate;37083
County;Halifax;1986-07-01;54941;Annual Estimate;37083
County;Halifax;1987-07-01;55274;Annual Estimate;37083
County;Halifax;2004-07-01;56180;Annual Estimate;37083
County;Halifax;2012-07-01;53476;Annual Estimate;37083
County;Halifax;2016-07-01;50668;Annual Estimate;37083
County;Halifax;2023-07-01;46584;Annual Estimate;37083
County;Halifax;2024-07-01;46430;Annual Estimate;37083
County;Harnett;1981-07-01;60541;Annual Estimate;37085
County;Harnett;1985-07-01;63545;Annual Estimate;37085
County;Harnett;1994-07-01;76681;Annual Estimate;37085
County;Harnett;2000-07-01;91473;Annual Estimate;37085
County;Haywood;1985-07-01;47344;Annual Estimate;37087
County;Haywood;1990-04-01;46948;Estimates Base;37087
County;Haywood;1998-07-01;53188;Annual Estimate;37087
County;Haywood;2004-07-01;56429;Annual Estimate;37087
County;Haywood;2020-04-01;62087;Estimates Base;37087
County;Henderson;1993-07-01;75771;Annual Estimate;37089
County;Henderson;1995-07-01;79569;Annual Estimate;37089
County;Henderson;1999-07-01;87985;Annual Estimate;37089
County;Henderson;2000-07-01;89637;Annual Estimate;37089
County;Henderson;2001-07-01;91422;Annual Estimate;37089
County;Henderson;2005-07-01;97357;Annual Estimate;37089
County;Henderson;2007-07-01;102172;Annual Estimate;37089
County;Henderson;2010-04-01;106716;Estimates Base;37089
County;Henderson;2011-07-01;107091;Annual Estimate;37089
County;Hertford;1992-07-01;22584;Annual Estimate;37091
County;Hertford;1993-07-01;23001;Annual Estimate;37091
County;Hertford;1995-07-01;23183;Annual Estimate;37091
County;Hertford;1998-07-01;22845;Annual Estimate;37091
County;Hertford;2002-07-01;23730;Annual Estimate;37091
County;Hertford;2010-07-01;24716;Annual Estimate;37091
County;Hertford;2022-07-01;19249;Annual Estimate;37091
County;Hoke;1987-07-01;22586;Annual Estimate;37093
County;Hoke;1995-07-01;28321;Annual Estimate;37093
County;Hoke;2012-07-01;49578;Annual Estimate;37093
County;Hyde;1981-07-01;5921;Annual Estimate;37095
County;Hyde;1989-07-01;5490;Annual Estimate;37095
County;Hyde;1994-07-01;5344;Annual Estimate;37095
County;Hyde;2001-07-01;5779;Annual Estimate;37095
County;Hyde;2023-07-01;4651;Annual Estimate;37095
County;Iredell;1970-04-01;72197;Estimates Base;37097
County;Iredell;1990-04-01;93205;Estimates Base;37097
County;Iredell;1991-07-01;96466;Annual Estimate;37097
County;Iredell;1998-07-01;115680;Annual Estimate;37097
County;Iredell;2008-07-01;154753;Annual Estimate;37097
County;Iredell;2011-07-01;161310;Annual Estimate;37097
County;Iredell;2015-07-01;171279;Annual Estimate;37097
County;Iredell;2024-07-01;207823;Annual Estimate;37097
County;Jackson;1991-07-01;27622;Annual Estimate;37099
County;Johnston;1984-07-01;74092;Annual Estimate;37101
County;Johnston;1999-07-01;118350;Annual Estimate;37101
County;Johnston;2006-07-01;148939;Annual Estimate;37101
County;Johnston;2011-07-01;172565;Annual Estimate;37101
County;Jones;1990-04-01;9361;Estimates Base;37103
County;Jones;1991-07-01;9432;Annual Estimate;37103
County;Jones;2003-07-01;10025;Annual Estimate;37103
County;Jones;2005-07-01;10029;Annual Estimate;37103
County;Jones;2009-07-01;10129;Annual Estimate;37103
County;Lee;1984-07-01;38618;Annual Estimate;37105
County;Lee;1988-07-01;40441;Annual Estimate;37105
County;Lee;2000-04-01;49196;Estimates Base;37105
County;Lee;2003-07-01;51420;Annual Estimate;37105
County;Lee;2004-07-01;52460;Annual Estimate;37105
County;Lee;2010-07-01;57913;Annual Estimate;37105
County;Lenoir;1984-07-01;59359;Annual Estimate;37107
County;Lenoir;2003-07-01;59419;Annual Estimate;37107
County;Lenoir;2006-07-01;59392;Annual Estimate;37107
County;Lenoir;2019-07-01;55247;Annual Estimate;37107
County;Lincoln;1982-07-01;43359;Annual Estimate;37109
County;Lincoln;1988-07-01;48522;Annual Estimate;37109
County;Lincoln;1989-07-01;49187;Annual Estimate;37109
County;Lincoln;1996-07-01;58254;Annual Estimate;37109
County;Lincoln;2002-07-01;66526;Annual Estimate;37109
County;Lincoln;2007-07-01;73633;Annual Estimate;37109
County;Lincoln;2013-07-01;78735;Annual Estimate;37109
County;Lincoln;2014-07-01;79230;Annual Estimate;37109
County;Lincoln;2019-07-01;85670;Annual Estimate;37109
County;McDowell;1970-04-01;30648;Estimates Base;37111
County;McDowell;1992-07-01;36296;Annual Estimate;37111
County;McDowell;1996-07-01;39147;Annual Estimate;37111
County;McDowell;2000-04-01;42134;Estimates Base;37111
County;McDowell;2020-04-01;44583;Estimates Base;37111
County;McDowell;2024-07-01;44279;Annual Estimate;37111
County;Macon;1995-07-01;26663;Annual Estimate;37113
County;Macon;2003-07-01;31070;Annual Estimate;37113
County;Macon;2010-07-01;33967;Annual Estimate;37113
County;Macon;2023-07-01;37940;Annual Estimate;37113
County;Madison;1989-07-01;16878;Annual Estimate;37115
County;Madison;1992-07-01;17338;Annual Estimate;37115
County;Madison;1999-07-01;19483;Annual Estimate;37115
County;Madison;2002-07-01;19712;Annual Estimate;37115
County;Madison;2006-07-01;20198;Annual Estimate;37115
County;Madison;2014-07-01;21136;Annual Estimate;37115
County;Madison;2023-07-01;21706;Annual Estimate;37115
County;Madison;2024-07-01;21944;Annual Estimate;37115
County;Martin;1987-07-01;25692;Annual Estimate;37117
County;Martin;1998-07-01;25550;Annual Estimate;37117
County;Martin;2009-07-01;24508;Annual Estimate;37117
County;Martin;2017-07-01;22789;Annual Estimate;37117
County;Mecklenburg;1985-07-01;448830;Annual Estimate;37119
County;Mecklenburg;1988-07-01;486222;Annual Estimate;37119
County;Mecklenburg;1991-07-01;530368;Annual Estimate;37119
County;Mecklenburg;1997-07-01;636836;Annual Estimate;37119
County;Mecklenburg;2018-07-01;1091236;Annual Estimate;37119
County;Mecklenburg;2020-07-01;1117116;Annual Estimate;37119
